1387438062628	1007B	a4ddad0baf3b86ae	2013-12-19 09:27:42
1387479659652	1007A	a4ddad0baf3b86ae	2013-12-19 21:00:59
1387522482322	1067	a4ddad0baf3b86ae	2013-12-20 08:54:42
1387522595578	1067	a4ddad0baf3b86ae	2013-12-20 08:56:35
1387536546454	3001Z	a4ddad0baf3b86ae	2013-12-20 12:49:06
1387546834629	1064	ebb99441c4aa2ea5	2013-12-20 15:40:34
1387547771099	1003	ebb99441c4aa2ea5	2013-12-20 15:56:11
1387547817933	1003	ebb99441c4aa2ea5	2013-12-20 15:56:57
1387730369344	1007B	a4ddad0baf3b86ae	2013-12-22 18:39:29
1387731814270	1064	a4ddad0baf3b86ae	2013-12-22 19:03:34
1387821790172	3001R	a4ddad0baf3b86ae	2013-12-23 20:03:10
1387821793890	3001N	a4ddad0baf3b86ae	2013-12-23 20:03:13
1387893436255	1006	a4ddad0baf3b86ae	2013-12-24 15:57:16
1387976905523	4741	a4ddad0baf3b86ae	2013-12-25 15:08:25
1387977474164	4741	a4ddad0baf3b86ae	2013-12-25 15:17:54
1388126601797	4731	a4ddad0baf3b86ae	2013-12-27 08:43:21
1388126897681	4731	a4ddad0baf3b86ae	2013-12-27 08:48:17
1388127403484	4731	a4ddad0baf3b86ae	2013-12-27 08:56:43
1388127671002	4731	a4ddad0baf3b86ae	2013-12-27 09:01:11
1388127684876	4731	a4ddad0baf3b86ae	2013-12-27 09:01:24
1388129057916	1006	a4ddad0baf3b86ae	2013-12-27 09:24:17
1388345794511	1008	a1d64461e4742ad7	2013-12-29 21:36:34
1388727647978	1003	7c5d8e0b5d992eac	2014-01-03 07:40:47
1388728553307	1300M	7c5d8e0b5d992eac	2014-01-03 07:55:53
1388730229453	1065A	8550102e445ac626	2014-01-03 08:23:49
1388758559141	1300M	7c5d8e0b5d992eac	2014-01-03 16:15:59
1388763033256	1010	8550102e445ac626	2014-01-03 17:30:33
1388815363372	1008	a1d64461e4742ad7	2014-01-04 08:02:43
1388815450321	1008	a1d64461e4742ad7	2014-01-04 08:04:10
1388815846719	1008	a1d64461e4742ad7	2014-01-04 08:10:46
1389012209338	1003	7c5d8e0b5d992eac	2014-01-06 14:43:29
1389070951277	1065A	a1d64461e4742ad7	2014-01-07 07:02:31
1389123640729	1008	a1d64461e4742ad7	2014-01-07 21:40:40
1389158789567	1003	7c5d8e0b5d992eac	2014-01-08 07:26:29
1389159637614	1300M	7c5d8e0b5d992eac	2014-01-08 07:40:37
1389163901988	1059	ebb99441c4aa2ea5	2014-01-08 08:51:41
1389163927157	1059	ebb99441c4aa2ea5	2014-01-08 08:52:07
1389183165000	1004	35	2014-01-08 14:12:45
1389190186092	1300M	7c5d8e0b5d992eac	2014-01-08 16:09:46
1389195127693	1022	8a916e41f14e7347	2014-01-08 17:32:07
1389197797112	1076A	8a916e41f14e7347	2014-01-08 18:16:37
1389198064364	1003	7c5d8e0b5d992eac	2014-01-08 18:21:04
1389242778750	1008	a1d64461e4742ad7	2014-01-09 06:46:18
1389246646486	1010	8550102e445ac626	2014-01-09 07:50:46
1389247629414	1021V	8550102e445ac626	2014-01-09 08:07:09
1389249294401	9738	e485e55b8a874fb7	2014-01-09 08:34:54
1389251433059	1059	ebb99441c4aa2ea5	2014-01-09 09:10:33
1389283860845	9738	e485e55b8a874fb7	2014-01-09 18:11:00
1389291945126	1059	ebb99441c4aa2ea5	2014-01-09 20:25:45
1389301620311	3001N	8a916e41f14e7347	2014-01-09 23:07:00
1389331986525	1003	7c5d8e0b5d992eac	2014-01-10 07:33:06
1389331994216	1002	7c5d8e0b5d992eac	2014-01-10 07:33:14
1389332867636	1300M	7c5d8e0b5d992eac	2014-01-10 07:47:47
1389358900519	1002	a1d64461e4742ad7	2014-01-10 15:01:40
1389359125282	1042	a1d64461e4742ad7	2014-01-10 15:05:25
1389359132010	1042	a1d64461e4742ad7	2014-01-10 15:05:32
1389359197751	1042	a1d64461e4742ad7	2014-01-10 15:06:37
1389359393731	1042	a1d64461e4742ad7	2014-01-10 15:09:53
1389365211509	1300M	7c5d8e0b5d992eac	2014-01-10 16:46:51
1389366429357	1003	7c5d8e0b5d992eac	2014-01-10 17:07:09
1389369146373	1002	a1d64461e4742ad7	2014-01-10 17:52:26
1389371219434	1010	8550102e445ac626	2014-01-10 18:26:59
1389538684002	1003	7c5d8e0b5d992eac	2014-01-12 16:58:04
1389539416110	1300M	7c5d8e0b5d992eac	2014-01-12 17:10:16
1389542152690	1300M	7c5d8e0b5d992eac	2014-01-12 17:55:52
1389542508121	1002	7c5d8e0b5d992eac	2014-01-12 18:01:48
1389591365135	1300V	7c5d8e0b5d992eac	2014-01-13 07:36:05
1389595457774	1021V	8550102e445ac626	2014-01-13 08:44:17
1389623489838	1300M	7c5d8e0b5d992eac	2014-01-13 16:31:29
1389625363603	1002	7c5d8e0b5d992eac	2014-01-13 17:02:43
1389676620549	1001A	7c5d8e0b5d992eac	2014-01-14 07:17:00
1389681724246	1010	40	2014-01-14 08:42:04
1389682533157	1021V	40	2014-01-14 08:55:33
1389702955937	1003	34	2014-01-14 14:35:55
1389705783266	1004	34	2014-01-14 15:23:03
1389711193487	1300M	7c5d8e0b5d992eac	2014-01-14 16:53:13
1389711703948	1003	7c5d8e0b5d992eac	2014-01-14 17:01:43
1389715789051	2111T	40	2014-01-14 18:09:49
1389716558849	1010	40	2014-01-14 18:22:38
1389727929728	1003	7c5d8e0b5d992eac	2014-01-14 21:32:09
1389763688852	1001	7c5d8e0b5d992eac	2014-01-15 07:28:08
1389768742500	1066A	40	2014-01-15 08:52:22
1389796723930	1300M	7c5d8e0b5d992eac	2014-01-15 16:38:43
1389801103569	1065A	40	2014-01-15 17:51:43
1389802665549	1003	7c5d8e0b5d992eac	2014-01-15 18:17:45
1389849996876	1003	7c5d8e0b5d992eac	2014-01-16 07:26:36
1389853621152	1066A	40	2014-01-16 08:27:01
1389936380879	1003	7c5d8e0b5d992eac	2014-01-17 07:26:20
1389937331961	1300M	7c5d8e0b5d992eac	2014-01-17 07:42:11
1389941624748	1021V	40	2014-01-17 08:53:44
1389967476531	1300M	7c5d8e0b5d992eac	2014-01-17 16:04:36
1389968715265	2102T	7c5d8e0b5d992eac	2014-01-17 16:25:15
1389972850795	1021V	40	2014-01-17 17:34:10
1389972860617	1021V	40	2014-01-17 17:34:20
1389983109844	2102	7c5d8e0b5d992eac	2014-01-17 20:25:09
1389983947994	1002	7c5d8e0b5d992eac	2014-01-17 20:39:07
1390195516007	1003	7c5d8e0b5d992eac	2014-01-20 07:25:16
